portfolioName(string),index(int option),yearMonth(date),ret(float)
Mine,3,2008-07-01T00:00:00.0000000,-0.03743027163200243
Mine,1,2008-08-01T00:00:00.0000000,0.015912725926320165
Mine,2,2008-08-01T00:00:00.0000000,0.015119550380585368
Mine,3,2008-08-01T00:00:00.0000000,0.00500505863885764
Mine,1,2008-09-01T00:00:00.0000000,-0.058122004848129044
Mine,2,2008-09-01T00:00:00.0000000,-0.07911569729972115
Mine,3,2008-09-01T00:00:00.0000000,-0.1303993145372951
Mine,1,2008-10-01T00:00:00.0000000,-0.17285634437858588
Mine,2,2008-10-01T00:00:00.0000000,-0.17408054315456617
Mine,3,2008-10-01T00:00:00.0000000,-0.19517088867047774
Mine,1,2008-11-01T00:00:00.0000000,-0.09486925968798067
Mine,2,2008-11-01T00:00:00.0000000,-0.07644771193008781
Mine,3,2008-11-01T00:00:00.0000000,-0.07635374647482356
Mine,1,2008-12-01T00:00:00.0000000,-0.003241046378118818
Mine,2,2008-12-01T00:00:00.0000000,0.03127529019148971
Mine,3,2008-12-01T00:00:00.0000000,0.01918882335256573
Mine,1,2009-01-01T00:00:00.0000000,-0.11488264727043362
Mine,2,2009-01-01T00:00:00.0000000,-0.08243350508798412
Mine,3,2009-01-01T00:00:00.0000000,-0.058886862525229684
Mine,1,2009-02-01T00:00:00.0000000,-0.12425105384796888
Mine,2,2009-02-01T00:00:00.0000000,-0.09170983176954017
Mine,3,2009-02-01T00:00:00.0000000,-0.09905600819304777
Mine,1,2009-03-01T00:00:00.0000000,0.10634953906766888
Mine,2,2009-03-01T00:00:00.0000000,0.08966259782909516
Mine,3,2009-03-01T00:00:00.0000000,0.08021519734201767
Mine,1,2009-04-01T00:00:00.0000000,0.1384391002747217
Mine,2,2009-04-01T00:00:00.0000000,0.0965273750630512
Mine,3,2009-04-01T00:00:00.0000000,0.09922790886320362
Mine,1,2009-05-01T00:00:00.0000000,0.09205540227667283
Mine,2,2009-05-01T00:00:00.0000000,0.055026318762656894
Mine,3,2009-05-01T00:00:00.0000000,0.06538708030730991
Mine,1,2009-06-01T00:00:00.0000000,-0.022579094739772185
Mine,2,2009-06-01T00:00:00.0000000,0.006784222167426629
Mine,3,2009-06-01T00:00:00.0000000,-0.0020816758484556515
Mine,1,2009-07-01T00:00:00.0000000,0.10382875062257588
Mine,2,2009-07-01T00:00:00.0000000,0.08876386314104814
Mine,3,2009-07-01T00:00:00.0000000,0.07116285399858961
Mine,1,2009-08-01T00:00:00.0000000,0.0613057267059592
Mine,2,2009-08-01T00:00:00.0000000,0.031198521618703224
Mine,3,2009-08-01T00:00:00.0000000,0.01921906335624568
Mine,1,2009-09-01T00:00:00.0000000,0.03379302307320591
Mine,2,2009-09-01T00:00:00.0000000,0.04170747380262901
Mine,3,2009-09-01T00:00:00.0000000,0.047144647437752166
Mine,1,2009-10-01T00:00:00.0000000,-0.0519717017504867
Mine,2,2009-10-01T00:00:00.0000000,-0.024259942767969844
Mine,3,2009-10-01T00:00:00.0000000,-0.018947133177806646
Mine,1,2009-11-01T00:00:00.0000000,0.04711573655683312
Mine,2,2009-11-01T00:00:00.0000000,0.05878407382176852
Mine,3,2009-11-01T00:00:00.0000000,0.060769176509457165
Mine,1,2009-12-01T00:00:00.0000000,0.03259433030291129
Mine,2,2009-12-01T00:00:00.0000000,0.028351709732712435
Mine,3,2009-12-01T00:00:00.0000000,0.023675550525927284
Mine,1,2010-01-01T00:00:00.0000000,-0.02441248885129082
Mine,2,2010-01-01T00:00:00.0000000,-0.04596998626562104
Mine,3,2010-01-01T00:00:00.0000000,-0.03875400542793129
Mine,1,2010-02-01T00:00:00.0000000,0.04093851006802651
Mine,2,2010-02-01T00:00:00.0000000,0.031002246400474907
Mine,3,2010-02-01T00:00:00.0000000,0.03265120675808776
Mine,1,2010-03-01T00:00:00.0000000,0.0724219253482971
Mine,2,2010-03-01T00:00:00.0000000,0.064423695482831
Mine,3,2010-03-01T00:00:00.0000000,0.058463742172954754
Mine,1,2010-04-01T00:00:00.0000000,0.03720016424088887
Mine,2,2010-04-01T00:00:00.0000000,0.013312786168664988
Mine,3,2010-04-01T00:00:00.0000000,0.014120315734888773
Mine,1,2010-05-01T00:00:00.0000000,-0.08841293939368028
Mine,2,2010-05-01T00:00:00.0000000,-0.07979920356641064
